k,imbalance,lat,lon,region
32,10,40.689901,-73.980429,7
32,10,40.689921,-73.872603,5
32,10,40.689924,-73.922807,4
32,10,40.6899256,-73.9813796,7
32,10,40.6899641,-74.0003096,7
32,10,40.690008,-73.866183,5
32,10,40.690011,-73.855346,5
32,10,40.690011,-73.9241282,4
32,10,40.690027,-73.910996,4
32,10,40.690031,-73.93047,4
32,10,40.690047,-73.861657,5
32,10,40.6900593,-73.890116,5
32,10,40.6900709,-73.9986344,7
32,10,40.690076,-73.919153,4
32,10,40.6900901,-73.9364688,6
32,10,40.690104,-73.996548,7
32,10,40.6901206,-73.9622524,6
32,10,40.6901605,-73.9423647,6
32,10,40.690163,-73.9871,7
32,10,40.690175,-73.955266,6
32,10,40.690214,-73.854633,5
32,10,40.690219,-73.907292,4
32,10,40.6902227,-73.9995542,7
32,10,40.690242,-73.948185,6
32,10,40.6902428,-73.9943596,7
32,10,40.690264,-73.91545,4
32,10,40.690277,-73.871729,5
32,10,40.690289,-73.954326,6
32,10,40.6903117,-74.0001388,7
32,10,40.6903275,-73.9896421,7
32,10,40.690345,-73.992053,7
32,10,40.690346,-73.960293,6
32,10,40.690368,-73.9275559,4
32,10,40.690399,-73.923644,4
32,10,40.690409,-73.903597,4
32,10,40.6904268,-73.9335426,4
32,10,40.690448,-73.959428,6
32,10,40.690456,-73.911748,4
32,10,40.690457,-73.853785,5
32,10,40.690468,-73.987892,7
32,10,40.690476,-73.867909,5
32,10,40.6904847,-73.939536,6
32,10,40.690499,-73.919906,4
32,10,40.690501,-73.863525,5
32,10,40.690502,-73.870948,5
32,10,40.690546,-73.958578,6
32,10,40.6905491,-73.8583507,5
32,10,40.6905514,-73.9826625,7
32,10,40.690561,-73.985105,7
32,10,40.690567,-73.945349,6
32,10,40.690597,-73.951612,6
32,10,40.6906027,-73.9625456,6
32,10,40.6906377,-73.8890136,5
32,10,40.690647,-73.908042,4
32,10,40.690684,-73.853045,5
32,10,40.690687,-73.866336,5
32,10,40.690692,-73.916199,4
32,10,40.690694,-73.957272,6
32,10,40.690709,-73.870128,5
32,10,40.690724,-73.861811,5
32,10,40.6907411,-73.9989243,7
32,10,40.690758,-73.996233,7
32,10,40.6907634,-73.9306163,4
32,10,40.6908,-73.956356,6
32,10,40.6908217,-73.9366145,6
32,10,40.690831,-73.924392,4
32,10,40.6908353,-73.8575116,5
32,10,40.690836,-73.904342,4
32,10,40.690883,-73.9125,4
32,10,40.6908927,-73.9425095,6
32,10,40.690897,-73.994046,7
32,10,40.690908,-73.95541,6
32,10,40.690918,-73.852165,5
32,10,40.690927,-73.920657,4
32,10,40.6909395,-73.8879567,5
32,10,40.6909555,-73.999808,7
32,10,40.6909691,-73.9985681,7
32,10,40.690974,-73.948331,6
32,10,40.690987,-73.869027,5
32,10,40.690993,-73.991742,7
32,10,40.6910008,-73.8905096,5
32,10,40.691015,-73.856645,5
32,10,40.691017,-73.954466,6
32,10,40.6910267,-73.9893829,7
32,10,40.691075,-73.908797,4
32,10,40.691084,-73.9864155,7
32,10,40.6910986,-73.9277032,4
32,10,40.6911,-73.92295,4
32,10,40.69111,-73.916964,4
32,10,40.691121,-73.953566,6
32,10,40.6911544,-73.886386,5
32,10,40.6911588,-73.9336888,4
32,10,40.6911639,-73.9821763,7
32,10,40.691174,-73.863678,5
32,10,40.691181,-73.995068,7
32,10,40.691184,-73.868059,5
32,10,40.691188,-73.997793,7
32,10,40.691197,-73.855777,5
32,10,40.69121,-73.85859,5
32,10,40.6912188,-73.9396825,6
32,10,40.6912523,-73.9990012,7
32,10,40.6912568,-73.8509402,5
32,10,40.691265,-73.905095,4
32,10,40.6912769,-73.8846373,5
32,10,40.6913,-73.945496,6
32,10,40.6913087,-73.9820625,7
32,10,40.69131,-73.91325,4
32,10,40.691316,-73.867209,5
32,10,40.6913252,-73.9991859,7
32,10,40.69133,-73.951757,6
32,10,40.6913476,-73.9834359,7
32,10,40.691352,-73.855048,5
32,10,40.691353,-73.921411,4
32,10,40.6913811,-73.998478,7
32,10,40.691401,-73.861966,5
32,10,40.691416,-73.995914,7
32,10,40.691421,-73.86651,5
32,10,40.691436,-73.890625,5
32,10,40.691455,-73.850116,5
32,10,40.691458,-73.987348,7
32,10,40.69146,-73.917791,4
32,10,40.691491,-73.92556,4
32,10,40.691495,-73.93076,4
32,10,40.691503,-73.90955,4
32,10,40.691506,-73.852618,5
32,10,40.691535,-73.854176,5
32,10,40.691535,-73.993736,7
32,10,40.691545,-73.968493,6
32,10,40.6915557,-73.9367607,6
32,10,40.691564,-73.969521,6
32,10,40.691565,-73.865621,5
32,10,40.6915705,-73.884656,5
32,10,40.691597,-73.991448,7
32,10,40.691602,-73.970549,6
32,10,40.6916249,-73.9426542,6
32,10,40.691639,-73.996727,7
32,10,40.69164,-73.97156,6
32,10,40.691643,-73.967531,6
32,10,40.6916583,-73.9994532,7
32,10,40.6916618,-73.9817721,7
32,10,40.69168,-73.972553,6
32,10,40.691692,-73.905846,4
32,10,40.691707,-73.97354,6
32,10,40.691707,-73.948476,6
32,10,40.6917096,-73.8648209,5
32,10,40.691737,-73.914002,4
32,10,40.691756,-73.966566,6
32,10,40.6917851,-73.8514079,5
32,10,40.691808,-73.91862,4
32,10,40.691823,-73.92223,4
32,10,40.6918297,-73.9278505,4
32,10,40.6918437,-73.999254,7
32,10,40.691851,-73.99749,7
32,10,40.6918665,-73.8638649,5
32,10,40.691869,-73.858827,5
32,10,40.691871,-73.9656,6
32,10,40.6918927,-73.9338355,4
32,10,40.6918951,-73.977545,7
32,10,40.6918979,-74.0001669,7
32,10,40.691921,-73.978947,7
32,10,40.6919238,-73.9994436,7
32,10,40.691929,-73.926316,4
32,10,40.69193,-73.910298,4
32,10,40.6919497,-73.9398284,6
32,10,40.691962,-73.863312,5
32,10,40.691996,-73.9020828,4
32,10,40.6920007,-73.8968756,4
32,10,40.6920279,-73.9815199,7
32,10,40.692033,-73.945642,6
32,10,40.6920363,-74.0006448,7
32,10,40.6920468,-73.9824338,7
32,10,40.692063,-73.951902,6
32,10,40.6920702,-73.8823054,5
32,10,40.692072,-73.867555,5
32,10,40.692087,-73.998339,7
32,10,40.6920881,-73.988932,7
32,10,40.6920899,-73.9833969,7
32,10,40.69212,-73.906599,4
32,10,40.692121,-73.984341,7
32,10,40.692148,-73.852825,5
32,10,40.692149,-73.919459,4
32,10,40.69215,-73.862148,5
32,10,40.692154,-73.993438,7
32,10,40.692158,-73.985279,7
32,10,40.692166,-73.914754,4
32,10,40.692195,-73.986272,7
32,10,40.692196,-73.924876,4
32,10,40.692213,-73.922919,4
32,10,40.692228,-73.930907,4
32,10,40.692234,-73.987299,7
32,10,40.692239,-73.866717,5
32,10,40.692265,-73.895733,4
32,10,40.6922737,-73.9999782,7
32,10,40.6922878,-73.9369065,6
32,10,40.6923,-73.961899,6
32,10,40.692318,-73.860896,5
32,10,40.6923211,-73.882689,5
32,10,40.692337,-73.998988,7
32,10,40.692346,-73.927071,4
32,10,40.692358,-73.911053,4
32,10,40.6923589,-73.9427993,6
32,10,40.6923951,-73.8517632,5
32,10,40.692396,-73.865903,5
32,10,40.6923972,-73.9825905,7
32,10,40.6924046,-73.9529831,6
32,10,40.6924214,-73.9027907,4
32,10,40.692424,-73.960738,6
32,10,40.692435,-73.994463,7
32,10,40.69244,-73.948622,6
32,10,40.6924711,-73.9904855,7
32,10,40.692485,-73.920301,4
32,10,40.6925207,-73.8590857,5
32,10,40.69253,-73.959844,6
32,10,40.6925374,-73.9909916,7
32,10,40.692549,-73.907347,4
32,10,40.6925615,-73.927998,4
32,10,40.692575,-73.858172,5
32,10,40.692594,-73.915505,4
32,10,40.6926237,-73.9339815,4
32,10,40.692626,-73.923672,4
32,10,40.6926271,-73.8791765,5
32,10,40.692628,-73.896285,4
32,10,40.692628,-73.958993,6
32,10,40.6926365,-73.8573135,5
32,10,40.6926826,-73.9399746,6
32,10,40.6926957,-73.8563291,5
32,10,40.692736,-73.8555801,5
32,10,40.692765,-73.945787,6
32,10,40.692779,-73.957681,6
32,10,40.69278,-73.862673,5
32,10,40.692785,-73.911805,4
32,10,40.692794,-73.95205,6
32,10,40.692804,-73.8832646,5
32,10,40.6928067,-73.9887616,7
32,10,40.6928196,-73.883208,5
32,10,40.6928233,-73.9212145,4
32,10,40.6928263,-73.9035362,4
32,10,40.692846,-73.993103,7
32,10,40.6928479,-73.8546876,5
32,10,40.692884,-73.956773,6
32,10,40.692894,-74.0002358,7
32,10,40.692901,-73.924185,4
32,10,40.692952,-73.861149,5
32,10,40.692961,-73.931053,4
32,10,40.6929756,-73.981756,7
32,10,40.692976,-73.865223,5
32,10,40.692976,-73.908101,4
32,10,40.692982,-73.861691,5
32,10,40.692993,-73.955826,6
32,10,40.693002,-73.98254,7
32,10,40.6930026,-73.9833315,7
32,10,40.693009,-73.994186,7
32,10,40.6930206,-73.9370525,6
32,10,40.693022,-73.916257,4
32,10,40.6930392,-73.9907361,7
32,10,40.693057,-73.866131,5
32,10,40.693067,-73.8538408,5
32,10,40.693076,-73.893981,5
32,10,40.6930918,-73.9429443,6
32,10,40.693102,-73.95488,6
32,10,40.6931042,-74.000996,7
32,10,40.6931133,-73.9891168,7
32,10,40.693114,-73.9688092,6
32,10,40.693125,-73.987254,7
32,10,40.693135,-73.969831,6
32,10,40.693144,-73.921994,4
32,10,40.693147,-73.99508,7
32,10,40.693172,-73.970859,6
32,10,40.693172,-73.948768,6
32,10,40.693174,-73.928524,4
32,10,40.693193,-73.895744,4
32,10,40.6931996,-73.9888505,7
32,10,40.693205,-73.953989,6
32,10,40.69321,-73.971872,6
32,10,40.693212,-73.912554,4
32,10,40.693214,-73.860031,5
32,10,40.69323,-73.967844,6
32,10,40.693258,-73.97333,6
32,10,40.693261,-73.904297,4
32,10,40.69328,-73.868283,5
32,10,40.6932801,-73.8532383,5
32,10,40.693287,-73.973855,6
32,10,40.693301,-73.995925,7
32,10,40.693308,-73.897594,4
32,10,40.693308,-73.953098,6
32,10,40.693315,-73.924951,4
32,10,40.6933369,-73.9004256,4
32,10,40.693341,-73.966881,6
32,10,40.693353,-73.864644,5
32,10,40.6933557,-73.9341278,4
32,10,40.693361,-73.975848,6
32,10,40.693362,-73.9935483,7
32,10,40.693405,-73.908853,4
32,10,40.6934157,-73.9401209,6
32,10,40.693433,-73.965906,6
32,10,40.693438,-73.977827,7
32,10,40.693439,-73.996716,7
32,10,40.693445,-73.862904,5
32,10,40.693449,-73.917009,4
32,10,40.693489,-73.979168,7
32,10,40.693497,-73.945932,6
32,10,40.693514,-73.863858,5
32,10,40.693515,-73.964984,6
32,10,40.693519,-73.867186,5
32,10,40.693526,-73.952193,6
32,10,40.693528,-73.860113,5
32,10,40.693573,-73.922748,4
32,10,40.6935732,-73.9991667,7
32,10,40.693601,-73.997609,7
32,10,40.693605,-73.992744,7
32,10,40.693606,-73.861416,5
32,10,40.693614,-73.982512,7
32,10,40.693628,-73.964054,6
32,10,40.693631,-73.861967,5
32,10,40.693641,-73.913307,4
32,10,40.6936417,-73.9832302,7
32,10,40.6936516,-73.8522861,5
32,10,40.693672,-73.859417,5
32,10,40.693673,-73.994829,7
32,10,40.693679,-73.984267,7
32,10,40.6936916,-73.9050508,4
32,10,40.693692,-73.931204,4
32,10,40.69372,-73.866353,5
32,10,40.693724,-73.925715,4
32,10,40.693726,-73.998312,7
32,10,40.693733,-73.963127,6
32,10,40.6937345,-73.9904195,7
32,10,40.693751,-73.995331,7
32,10,40.6937516,-73.9371981,6
32,10,40.6938242,-73.9430891,6
32,10,40.693832,-73.909605,4
32,10,40.693842,-73.89691,4
32,10,40.693846,-73.858545,5
32,10,40.6938478,-73.9011786,4
32,10,40.69386,-73.962211,6
32,10,40.693864,-73.929702,4
32,10,40.693867,-73.999201,7
32,10,40.693877,-73.917761,4
32,10,40.693878,-73.860267,5
32,10,40.6938967,-73.8685964,5
32,10,40.693897,-73.854036,5
32,10,40.6939002,-73.9889519,7
32,10,40.693905,-73.948914,6
32,10,40.693967,-73.996455,7
32,10,40.6939968,-73.9991037,7
32,10,40.694001,-73.923498,4
32,10,40.694011,-73.961093,6
32,10,40.694068,-73.914057,4
32,10,40.6940801,-73.8526174,5
32,10,40.6940894,-73.9342743,4
32,10,40.6940986,-73.8510708,5
32,10,40.69411,-73.86314,5
32,10,40.694117,-73.960158,6
32,10,40.694119,-73.897366,4
32,10,40.6941198,-73.9058005,4
32,10,40.69412,-73.994619,7
32,10,40.6941379,-73.8521443,5
32,10,40.6941478,-73.940267,6
32,10,40.694175,-73.864091,5
32,10,40.6942042,-73.8674382,5
32,10,40.694215,-73.959311,6
32,10,40.69423,-73.946078,6
32,10,40.694256,-73.977986,7
32,10,40.694259,-73.861681,5
32,10,40.694259,-73.910357,4
32,10,40.6942626,-73.8504912,5
32,10,40.694263,-73.952341,6
32,10,40.6942755,-73.9924155,7
32,10,40.69428,-73.926736,4
32,10,40.694286,-73.899541,4
32,10,40.6942939,-73.9018738,4
32,10,40.694304,-73.918512,4
32,10,40.694317,-73.930512,4
32,10,40.6943369,-74.0004718,7
32,10,40.694354,-73.855967,5
32,10,40.694366,-73.957997,6
32,10,40.694381,-73.866581,5
32,10,40.694412,-73.976052,6
32,10,40.694422,-73.931345,4
32,10,40.694429,-73.924249,4
32,10,40.694471,-73.957087,6
32,10,40.694472,-73.855076,5
32,10,40.694478,-73.896463,4
32,10,40.6944848,-73.9373442,6
32,10,40.694497,-73.914808,4
32,10,40.6945189,-73.9961962,7
32,10,40.694548,-73.927227,4
32,10,40.6945505,-73.9065544,4
32,10,40.6945552,-73.9986397,7
32,10,40.6945581,-73.9906623,7
32,10,40.694559,-73.9432344,6
32,10,40.694579,-73.956143,6
32,10,40.69458,-73.854184,5
32,10,40.694637,-73.94906,6
32,10,40.694668,-73.859687,5
32,10,40.6946811,-73.9888972,7
32,10,40.694687,-73.911107,4
32,10,40.694688,-73.955197,6
32,10,40.6946945,-73.9025229,4
32,10,40.694731,-73.919271,4
32,10,40.694744,-73.89579,4
32,10,40.6947455,-73.9732793,6
32,10,40.694764,-73.891639,5
32,10,40.6947679,-73.8682836,5
32,10,40.694774,-73.863362,5
32,10,40.694791,-73.954307,6
32,10,40.694796,-73.982453,7
32,10,40.694804,-73.898193,4
32,10,40.6948053,-73.8526749,5
32,10,40.6948059,-73.9942761,7
32,10,40.694814,-73.983264,7
32,10,40.6948206,-73.9344204,4
32,10,40.694842,-73.86432,5
32,10,40.6948469,-73.9840844,7
32,10,40.694855,-73.924995,4
32,10,40.6948807,-73.9404133,6
32,10,40.694885,-73.985143,7
32,10,40.694893,-73.953414,6
32,10,40.694915,-73.861941,5
32,10,40.694922,-73.915562,4
32,10,40.69494,-73.862502,5
32,10,40.694947,-73.9921,7
32,10,40.694957,-73.851243,5
32,10,40.694961,-73.987162,7
32,10,40.694962,-73.946223,6
32,10,40.6949744,-73.9977089,7
32,10,40.6949788,-73.9073041,4
32,10,40.695004,-73.952489,6
32,10,40.6950184,-73.9886116,7
32,10,40.6950218,-73.9908052,7
32,10,40.695028,-73.931773,4
32,10,40.695036,-73.9890194,7
32,10,40.695065,-73.866814,5
32,10,40.695074,-73.990092,7
32,10,40.695111,-73.928259,4
32,10,40.695115,-73.91186,4
32,10,40.6951211,-73.9032228,4
32,10,40.695132,-73.895604,4
32,10,40.6951523,-73.904808,4
32,10,40.695157,-73.920011,4
32,10,40.695158,-73.898615,4
32,10,40.695192,-73.9982303,7
32,10,40.695217,-73.99308,7
32,10,40.6952183,-73.9374903,6
32,10,40.695234,-73.859846,5
32,10,40.695242,-73.9958468,7
32,10,40.695252,-73.854334,5
32,10,40.695258,-73.893889,5
32,10,40.695285,-73.92575,4
32,10,40.69529,-73.9433789,6
32,10,40.695349,-73.858955,5
32,10,40.695351,-73.916313,4
32,10,40.695358,-73.932366,4
32,10,40.695378,-73.949207,6
32,10,40.6954082,-73.9080558,4
32,10,40.695411,-73.889076,5
32,10,40.695463,-73.993978,7
32,10,40.6954638,-73.8529094,5
32,10,40.69547,-73.892016,5
32,10,40.695473,-73.858047,5
32,10,40.695492,-73.893002,5
32,10,40.695498,-73.895879,4
32,10,40.6955012,-73.852665,5
32,10,40.6955108,-73.8525202,5
32,10,40.69552,-73.864557,5
32,10,40.6955393,-73.984142,7
32,10,40.695541,-73.912608,4
32,10,40.695553,-73.9345667,4
32,10,40.695573,-73.862213,5
32,10,40.6955825,-73.9646395,6
32,10,40.695587,-73.920767,4
32,10,40.695595,-73.857158,5
32,10,40.6956023,-73.9653999,6
32,10,40.695606,-73.862767,5
32,10,40.6956154,-73.94056,6
32,10,40.695632,-73.851397,5
32,10,40.6956454,-73.9802821,7
32,10,40.6956555,-73.9974079,7
32,10,40.6956674,-73.9673204,6
32,10,40.695673,-73.891121,5
32,10,40.695691,-73.863687,5
32,10,40.6956953,-73.9042787,4
32,10,40.6956999,-73.9683396,6
32,10,40.695704,-73.946366,6
32,10,40.695708,-73.856268,5
32,10,40.695712,-73.926499,4
32,10,40.6957406,-73.9693159,6
32,10,40.6957662,-73.9983335,7
32,10,40.6957742,-73.9647434,6
32,10,40.6957813,-73.9703674,6
32,10,40.695782,-73.917071,4
32,10,40.695784,-73.899294,4
32,10,40.695791,-73.933118,4
32,10,40.695822,-73.9713651,6
32,10,40.695827,-73.855376,5
32,10,40.6958372,-73.9088068,4
32,10,40.69584,-73.929584,4
32,10,40.69587,-73.993785,7
32,10,40.695874,-73.890223,5
32,10,40.6958747,-73.9824065,7
32,10,40.695887,-73.9635653,6
32,10,40.695887,-73.9654643,6
32,10,40.695892,-73.995547,7
32,10,40.6958957,-73.9735119,6
32,10,40.6959019,-73.9742519,6
32,10,40.6959277,-73.9664299,6
32,10,40.695937,-73.85449,5
32,10,40.6959387,-73.9810811,7
32,10,40.6959504,-73.9376361,6
32,10,40.6959521,-73.9644343,6
32,10,40.695959,-73.8623616,5
32,10,40.6959624,-73.9850808,7
32,10,40.69597,-73.913361,4
32,10,40.695975,-73.9638346,6
32,10,40.6960009,-73.9763755,6
32,10,40.696007,-73.860058,5
32,10,40.696015,-73.92152,4
32,10,40.6960253,-73.9684254,6
32,10,40.6960311,-73.9435254,6
32,10,40.6960382,-73.9871077,7
32,10,40.6960669,-73.9830328,7
32,10,40.6960735,-73.963825,6
32,10,40.6960741,-73.9645309,6
32,10,40.696081,-73.88932,5
32,10,40.6960823,-73.9817614,7
32,10,40.696088,-73.962643,6
32,10,40.696094,-73.896309,4
32,10,40.6961025,-73.9888587,7
32,10,40.6961067,-73.9811713,7
32,10,40.6961133,-73.9841339,7
32,10,40.6961209,-73.8529042,5
32,10,40.696121,-73.949356,6
32,10,40.696125,-73.994552,7
32,10,40.696131,-73.996413,7
32,10,40.6961343,-73.978586,7
32,10,40.696142,-73.92725,4
32,10,40.6961451,-73.9638936,6
32,10,40.6961466,-73.9900412,7
32,10,40.6961473,-73.9724595,6
32,10,40.6961937,-73.9911662,7
32,10,40.6961966,-73.8943505,5
32,10,40.696207,-73.961586,6
32,10,40.696208,-73.917818,4
32,10,40.6962092,-73.963929,6
32,10,40.69622,-73.89987,4
32,10,40.696236,-73.9789045,7
32,10,40.6962513,-73.9822861,7
32,10,40.6962655,-73.9095565,4
32,10,40.6962693,-73.9754528,6
32,10,40.6962868,-73.9347134,4
32,10,40.696287,-73.88843,5
32,10,40.6963004,-73.8515423,5
32,10,40.6963037,-73.866526,5
32,10,40.696311,-73.997078,7
32,10,40.69632,-73.960621,6
32,10,40.696337,-73.9305,4
32,10,40.6963507,-73.9773411,6
32,10,40.6963537,-73.9407073,6
32,10,40.696359,-73.934134,4
32,10,40.696378,-73.995326,7
32,10,40.6963849,-73.9809178,7
32,10,40.696385,-73.860164,5
32,10,40.696398,-73.914114,4
32,10,40.696418,-73.959769,6
32,10,40.696443,-73.922271,4
32,10,40.6964523,-73.9464947,6
32,10,40.696481,-73.897563,4
32,10,40.6964835,-73.9803903,7
32,10,40.696569,-73.894555,5
32,10,40.696571,-73.958435,6
32,10,40.6965753,-73.9636986,6
32,10,40.69659,-73.8593033,5
32,10,40.696604,-73.854636,5
32,10,40.69663,-73.918564,4
32,10,40.696659,-73.931084,4
32,10,40.696666,-73.928231,4
32,10,40.6966663,-73.9810943,7
32,10,40.6966667,-73.8868843,5
32,10,40.696676,-73.957526,6
32,10,40.696691,-73.9377837,6
32,10,40.6966948,-73.9103081,4
32,10,40.6967363,-73.9348032,4
32,10,40.696739,-73.900503,4
32,10,40.696744,-73.981085,7
32,10,40.6967513,-73.906133,4
32,10,40.6967762,-73.9849965,7
32,10,40.696784,-73.956581,6
32,10,40.696788,-73.8583203,5
32,10,40.6967977,-73.8530095,5
32,10,40.696799,-73.896772,4
32,10,40.6968008,-73.8681831,5
32,10,40.696826,-73.914865,4
32,10,40.69684,-73.987063,7
32,10,40.696847,-73.9495,6
32,10,40.696868,-73.852595,5
32,10,40.696871,-73.923025,4
32,10,40.696894,-73.955637,6
32,10,40.696934,-73.892596,5
32,10,40.6969487,-73.8574546,5
32,10,40.6969734,-73.9065281,4
32,10,40.696984,-73.851699,5
32,10,40.696986,-73.935222,6
32,10,40.696995,-73.954745,6
32,10,40.6970045,-73.9913613,7
32,10,40.697015,-73.994098,7
32,10,40.697061,-73.894632,5
32,10,40.697061,-73.919321,4
32,10,40.697071,-73.8565635,5
32,10,40.697077,-73.931842,4
32,10,40.697099,-73.953853,6
32,10,40.6971141,-73.866537,5
32,10,40.697118,-73.934008,4
32,10,40.6971209,-73.911054,4
32,10,40.697128,-73.895585,4
32,10,40.697142,-73.891697,5
32,10,40.697168,-73.893354,5
32,10,40.697171,-73.901219,4
32,10,40.6971798,-73.9466366,6
32,10,40.6971835,-73.8556837,5
32,10,40.6971849,-73.865974,5
32,10,40.697186,-73.928833,4
32,10,40.697204,-73.952925,6
32,10,40.6972086,-73.9816925,7
32,10,40.697224,-73.992124,7
32,10,40.6972452,-73.9849997,7
32,10,40.697247,-73.932835,4
32,10,40.697253,-73.915616,4
32,10,40.69728,-73.98704,7
32,10,40.6972989,-73.8547951,5
32,10,40.697299,-73.923776,4
32,10,40.697315,-73.932267,4
32,10,40.6973285,-73.9852451,7
32,10,40.6973406,-73.9820214,7
32,10,40.697348,-73.890797,5
32,10,40.697406,-73.936006,6
32,10,40.6974259,-73.9379301,6
32,10,40.697434,-73.898603,4
32,10,40.6974407,-73.9805168,7
32,10,40.69746,-73.99302,7
32,10,40.697468,-73.931251,4
32,10,40.69749,-73.920074,4
32,10,40.697499,-73.909513,4
32,10,40.6975139,-73.9822603,7
32,10,40.6975431,-73.9830937,7
32,10,40.697551,-73.889899,5
32,10,40.6975518,-73.9118082,4
32,10,40.6975535,-73.8528765,5
32,10,40.6975651,-73.9075859,4
32,10,40.6975791,-73.9840007,7
32,10,40.697581,-73.8697281,5
32,10,40.697583,-73.949647,6
32,10,40.6975905,-73.870679,5
32,10,40.697593,-73.901929,4
32,10,40.697617,-73.984955,7
32,10,40.6976292,-73.9657767,6
32,10,40.697649,-73.985995,7
32,10,40.6976721,-73.9667369,6
32,10,40.69768,-73.916368,4
32,10,40.697682,-73.851838,5
32,10,40.697682,-73.987022,7
32,10,40.697713,-73.929394,4
32,10,40.697714,-73.964875,6
32,10,40.697726,-73.924528,4
32,10,40.697737,-73.960925,6
32,10,40.69774,-73.892886,5
32,10,40.697759,-73.889002,5
32,10,40.6977702,-73.9687538,6
32,10,40.6978132,-73.9697267,6
32,10,40.697818,-73.927819,4
32,10,40.6978252,-73.9080259,4
32,10,40.69784,-73.960065,6
32,10,40.697855,-73.933246,4
32,10,40.6978553,-73.9707794,6
32,10,40.69786,-73.963949,6
32,10,40.697888,-73.994605,7
32,10,40.69789,-73.899374,4
32,10,40.697892,-73.9659872,6
32,10,40.6978952,-73.9718068,6
32,10,40.697903,-73.946797,6
32,10,40.697918,-73.920824,4
32,10,40.697921,-73.967125,6
32,10,40.69793,-73.910272,4
32,10,40.697933,-73.959291,6
32,10,40.697934,-73.892002,5
32,10,40.6979375,-73.9653232,6
32,10,40.6979393,-73.9728124,6
32,10,40.6979416,-73.9623471,6
32,10,40.69795,-73.967726,6
32,10,40.6979763,-73.9738018,6
32,10,40.69798,-73.912558,4
32,10,40.6979988,-73.9619354,6
32,10,40.6979997,-73.8879064,5
32,10,40.698,-73.926059,4
32,10,40.698008,-73.931829,4
32,10,40.698014,-73.902644,4
32,10,40.698019,-73.9856418,7
32,10,40.6980265,-73.8696748,5
32,10,40.698039,-73.962839,6
32,10,40.698047,-73.971721,6
32,10,40.6980632,-73.9757987,6
32,10,40.698091,-73.9380626,6
32,10,40.698097,-73.99271,7
32,10,40.6981006,-73.9767937,6
32,10,40.698108,-73.944956,6
32,10,40.69811,-73.917118,4
32,10,40.698116,-73.973311,6
32,10,40.698121,-73.995456,7
32,10,40.6981322,-73.9775344,7
32,10,40.698138,-73.891106,5
32,10,40.698186,-73.937391,6
32,10,40.698215,-73.924049,4
32,10,40.6982209,-73.9439584,6
32,10,40.6982386,-73.9754191,6
32,10,40.69825,-73.929964,4
32,10,40.6982507,-73.962433,6
32,10,40.6982541,-73.9087823,4
32,10,40.6982619,-73.9805694,7
32,10,40.698264,-73.933987,4
32,10,40.698292,-73.9748068,6
32,10,40.69831,-73.925564,4
32,10,40.69831,-73.949788,6
32,10,40.698319,-73.900102,4
32,10,40.698326,-73.961051,6
32,10,40.6983351,-73.8965403,4
32,10,40.698345,-73.921574,4
32,10,40.6983454,-73.9780687,7
32,10,40.698346,-73.890198,5
32,10,40.698349,-73.922744,4
32,10,40.698351,-73.911024,4
32,10,40.6983581,-73.9963043,7
32,10,40.6983825,-73.9830257,7
32,10,40.698405,-73.937773,6
32,10,40.6984094,-73.9133096,4
32,10,40.6984155,-73.9839869,7
32,10,40.698436,-73.903356,4
32,10,40.6984483,-73.9847314,7
32,10,40.698462,-73.960197,6
32,10,40.698479,-73.98616,7
32,10,40.6984939,-73.8517045,5
32,10,40.6984967,-73.9773793,7
32,10,40.698504,-73.986969,7
32,10,40.6985153,-73.9885394,7
32,10,40.69852,-73.8958044,4
32,10,40.698535,-73.994292,7
32,10,40.698537,-73.917872,4
32,10,40.6985417,-73.941144,6
32,10,40.698553,-73.889293,5
32,10,40.6985798,-73.9768212,6
32,10,40.69859,-73.89485,4
32,10,40.698609,-73.969724,6
32,10,40.6986094,-73.9886969,7
32,10,40.6986104,-73.983227,7
32,10,40.698622,-73.920132,4
32,10,40.6986335,-73.983396,7
32,10,40.698641,-73.946959,6
32,10,40.6986415,-73.9381722,6
32,10,40.698665,-73.893936,5
32,10,40.698677,-73.958858,6
32,10,40.6986876,-73.9095334,4
32,10,40.6987037,-73.9347812,4
32,10,40.698738,-73.926305,4
32,10,40.69874,-73.893041,5
32,10,40.698742,-73.900813,4
32,10,40.698745,-73.992392,7
32,10,40.698753,-73.897258,4
32,10,40.698772,-73.930521,4
32,10,40.698772,-73.922328,4
32,10,40.698774,-73.995145,7
32,10,40.698783,-73.911776,4
32,10,40.698792,-73.945626,6
32,10,40.698794,-73.971646,6
32,10,40.698808,-73.918366,4
32,10,40.698815,-73.892146,5
32,10,40.69882,-73.957959,6
32,10,40.698832,-73.979948,7
32,10,40.6988384,-73.9140606,4
32,10,40.698842,-73.973269,6
32,10,40.698857,-73.90407,4
32,10,40.6988658,-73.9761041,6
32,10,40.698893,-73.917522,4
32,10,40.6988997,-73.9777555,7
32,10,40.6989718,-73.9441069,6
32,10,40.698974,-73.95702,6
32,10,40.6989911,-73.9660102,6
32,10,40.698998,-73.961601,6
32,10,40.699007,-73.996001,7
32,10,40.699028,-73.967061,6
32,10,40.699028,-73.916223,4
32,10,40.699037,-73.938902,6
32,10,40.6990503,-73.8883336,5
