56	151
22	24
52	146
27	32
51	162
29	43
67	69
7	13
45	132
24	45
36	43
70	145
16	31
15	42
114	400
8	10
12	22
16	34
28	49
24	30
38	56
40	184
20	22
29	62
75	81
29	113
63	65
47	73
51	118
31	40
7	11
14	45
15	29
7	15
31	73
74	226
64	78
52	85
29	123
19	32
65	73
13	26
11	17
25	32
34	36
17	47
26	52
12	23
54	80
9	17
72	86
14	53
35	43
72	87
16	19
40	42
5	11
38	95
26	42
54	114
35	56
29	133
17	29
16	33
16	21
17	64
28	57
15	26
34	37
52	194
80	82
21	30
25	57
39	67
73	105
13	24
25	96
88	210
28	113
50	139
18	41
18	20
10	26
19	56
10	39
73	89
29	112
24	37
19	62
81	434
11	43
12	18
66	196
17	249
25	58
22	31
29	67
31	52
34	116
42	61
15	22
149	232
30	56
59	61
62	77
45	138
16	71
98	105
14	47
18	20
21	38
41	45
10	18
26	31
52	68
4	11
18	33
35	38
8	26
21	41
95	185
12	15
29	88
14	17
18	24
45	96
60	158
23	25
34	120
7	15
17	44
24	80
85	264
16	28
40	73
6	8
142	715
34	36
12	22
48	75
22	40
20	23
57	125
23	42
49	148
25	87
49	70
55	101
60	67
10	17
35	41
37	58
31	49
13	19
50	68
21	30
29	79
19	29
13	43
13	15
53	85
8	28
135	407
69	72
34	45
30	49
13	28
44	104
8	18
53	76
12	19
89	238
16	32
44	47
11	21
52	167
15	20
15	29
89	97
20	23
17	19
44	145
14	37
71	76
28	48
9	30
18	21
20	67
91	95
3	9
41	144
37	131
31	40
48	77
9	250
51	74
37	51
30	49
26	30
36	163
20	55
32	85
52	99
6	9
20	22
14	19
23	48
49	109
47	156
28	57
12	23
86	118
47	179
14	16
73	112
40	73
35	74
33	54
32	34
27	39
49	51
46	58
23	25
113	115
33	76
27	40
18	32
36	75
57	96
23	26
10	20
48	173
14	81
28	34
52	138
28	34
109	203
7	16
74	96
24	53
40	44
18	36
6	16
18	33
85	113
41	83
16	34
26	30
16	38
52	88
81	175
47	105
15	30
16	44
12	15
19	35
15	35
9	40
17	38
8	14
5	10
48	50
21	40
3	6
9	11
12	24
9	20
33	49
67	94
63	96
10	25
97	119
35	38
25	40
27	109
15	18
6	15
63	163
20	41
19	40
71	94
57	66
22	64
31	99
38	59
28	45
12	20
39	64
54	132
12	28
9	14
11	23
17	24
23	93
26	42
69	75
23	29
49	93
41	118
57	104
52	78
60	72
31	51
65	120
18	20
23	80
45	53
15	19
52	82
13	22
20	32
11	13
8	10
8	10
76	151
66	72
33	104
7	21
52	58
43	95
17	40
17	27
40	60
5	9
29	70
78	92
15	19
13	15
62	112
130	177
11	24
14	25
16	18
20	43
57	132
32	34
16	23
18	63
5	7
68	121
20	30
47	58
30	52
30	32
13	20
94	306
24	49
53	308
27	39
17	30
64	88
7	16
62	219
34	56
25	28
48	53
14	25
25	39
12	14
18	30
15	20
68	192
35	51
16	21
6	17
16	51
26	68
9	24
114	327
32	34
48	50
30	32
10	17
25	27
29	52
19	46
17	24
9	25
39	163
30	37
36	45
21	23
9	11
17	77
20	34
13	39
24	142
10	20
21	30
55	68
35	37
12	24
44	62
9	11
27	51
33	47
22	51
10	39
16	38
69	72
34	81
75	112
25	77
23	29
40	54
68	152
37	104
100	185
14	22
20	57
38	50
85	209
9	23
37	76
32	84
44	82
16	18
42	121
22	42
22	38
10	12
12	14
77	168
66	114
7	23
14	41
4	7
12	21
27	38
22	60
9	28
37	41
25	83
50	92
71	79
63	83
11	25
14	26
12	27
21	24
30	33
61	82
22	44
8	10
43	60
13	28
69	96
20	56
13	23
50	78
37	44
9	13
31	63
62	64
34	119
25	61
54	109
57	71
35	43
24	27
18	54
20	26
11	15
44	48
75	77
18	29
11	15
77	79
18	30
16	38
9	17
22	49
15	17
34	51
81	87
32	46
50	52
45	47
61	63
32	70
28	33
11	18
57	72
39	53
6	15
10	25
44	111
8	18
53	59
4	6
50	80
45	54
103	105
53	104
73	158
11	38
30	47
9	19
41	100
66	78
23	25
16	49
58	142
15	20
10	15
12	33
10	19
27	36
40	72
49	83
3	5
17	35
36	78
18	20
33	49
143	507
25	29
11	14
12	18
16	75
86	137
29	80
28	34
40	77
23	35
70	76
30	45
47	61
12	34
42	66
11	21
9	22
28	37
27	34
17	37
26	29
6	11
17	28
9	22
29	32
30	33
20	25
19	24
11	22
25	45
84	211
23	25
5	10
35	123
16	35
19	21
43	45
48	84
51	54
14	39
10	32
6	15
32	35
35	51
33	46
63	99
88	208
28	40
50	52
10	22
82	87
35	51
42	44
30	34
74	290
24	47
31	43
96	100
38	40
24	56
39	43
42	54
20	52
43	63
14	16
35	84
14	27
10	26
106	129
5	9
36	45
67	98
48	66
20	22
19	37
15	42
36	55
10	27
24	238
25	257
23	29
5	13
20	70
45	71
37	100
24	64
11	27
19	52
18	20
47	124
36	61
66	122
16	56
64	74
85	139
46	87
24	33
10	33
30	54
44	74
17	42
75	87
17	29
26	39
5	7
84	118
102	104
8	22
17	35
58	87
42	73
14	34
11	13
31	46
6	11
28	49
18	37
116	428
7	14
6	14
9	17
48	109
42	74
48	62
75	114
37	47
22	50
35	67
24	26
4	7
49	94
18	40
16	18
18	24
4	10
32	42
48	67
44	57
48	71
29	37
9	11
48	81
14	37
15	37
10	26
10	19
25	33
9	11
17	35
9	28
45	162
39	66
45	334
11	17
24	41
45	106
7	16
10	16
26	35
22	40
26	44
11	25
34	82
7	10
19	87
18	23
18	29
15	23
89	233
40	180
14	22
36	56
21	24
52	68
88	164
48	54
4	7
23	44
16	18
70	78
11	14
32	58
60	101
18	21
73	108
27	32
6	13
29	42
34	68
17	43
57	67
7	11
50	78
31	39
46	113
88	107
93	323
16	22
28	40
100	231
13	29
49	81
40	81
17	34
63	196
36	62
50	52
41	66
38	49
19	89
14	21
49	51
90	237
16	18
43	101
12	30
12	19
28	97
14	39
5	17
9	23
40	123
25	27
2	4
11	25
19	45
7	10
10	22
51	60
111	170
16	34
17	70
110	112
10	13
9	18
13	41
33	55
30	40
30	106
36	67
14	17
17	23
4	6
15	23
25	56
40	63
12	19
17	63
87	162
13	22
36	75
14	16
44	71
13	15
30	33
11	15
54	89
60	100
13	40
20	27
8	22
14	16
21	46
27	61
18	24
21	45
23	50
40	116
9	30
33	54
8	23
16	45
25	34
10	25
11	23
19	60
27	81
38	43
12	34
12	15
27	37
22	39
9	18
20	27
56	124
14	33
19	45
32	44
52	94
27	57
69	71
41	143
15	40
39	80
84	234
27	61
66	201
12	54
16	20
38	88
18	37
33	64
9	16
21	32
12	29
17	29
29	50
17	53
33	44
44	58
16	22
27	92
12	33
40	66
8	13
34	55
27	32
15	28
53	86
15	22
25	73
20	37
9	15
13	16
26	40
36	59
18	35
29	77
15	18
29	189
12	32
27	52
37	79
24	26
13	22
28	54
55	167
26	47
21	33
25	37
22	67
11	23
14	27
30	45
25	39
20	36
79	357
44	68
24	39
6	17
14	27
42	163
25	37
24	43
21	29
30	109
58	100
23	27
60	118
12	16
17	30
28	68
107	265
29	45
49	115
6	22
25	27
121	205
32	57
10	16
40	94
92	109
46	56
7	11
52	102
4	8
18	20
34	36
21	33
49	67
19	29
6	14
11	15
5	12
16	18
26	75
59	61
16	18
8	10
24	28
9	14
12	15
46	80
61	129
17	20
25	31
19	135
28	30
14	27
74	76
65	96
21	34
45	80
23	25
142	216
50	90
91	231
5	9
11	18
15	28
34	80
2	5
24	94
20	53
38	56
50	65
7	18
20	41
21	37
9	19
34	51
27	120
50	89
49	61
38	228
48	60
30	40
13	15
20	74
67	164
29	54
38	44
27	36
29	77
73	205
9	17
19	92
85	87
22	34
14	29
20	50
39	89
27	29
4	6
36	52
12	39
22	33
63	102
13	15
7	11
34	42
72	88
23	30
48	133
29	33
54	264
67	131
20	32
55	102
36	51
34	37
7	14
45	94
32	106
9	12
12	22
36	104
9	11
10	33
42	46
16	22
13	26
15	30
19	25
75	98
5	7
46	72
40	44
30	47
14	33
101	131
126	507
10	12
59	82
6	12
30	38
64	81
18	58
28	39
25	33
9	15
115	394
29	87
10	17
23	64
9	18
16	48
26	28
19	22
7	21
7	19
25	39
46	190
18	53
23	44
29	38
4	9
22	31
9	19
44	93
35	57
9	19
71	93
51	70
28	41
11	21
43	59
76	82
13	28
30	33
33	54
12	50
19	31
11	18
60	143
49	88
30	52
16	42
18	50
29	31
37	53
29	39
16	37
20	23
16	18
23	48
12	30
24	26
36	59
18	34
11	14
28	50
36	44
14	35
35	61
24	47
32	43
64	93
35	53
88	179
6	8
34	46
6	11
81	117
61	193
105	134
57	133
17	26
3	5
44	55
23	63
8	12
15	102
4	8
15	37
3	12
13	15
18	39
24	187
27	30
26	43
24	30
17	27
15	41
80	132
18	34
77	81
17	32
19	64
24	32
82	179
42	94
61	104
83	150
28	102
18	87
51	79
30	63
76	88
29	51
54	82
13	23
35	51
20	36
21	34
25	63
41	44
12	19
8	19
16	18
36	98
63	107
56	175
15	17
42	70
114	254
9	11
24	29
18	61
45	77
11	13
138	322
76	80
70	142
18	36
30	67
112	154
12	42
62	111
37	39
19	38
30	40
39	128
43	65
45	109
9	17
45	77
33	46
20	69
14	18
20	28
95	171
29	87
42	44
25	50
74	177
30	97
16	23
26	63
20	28
39	60
14	17
49	65
16	36
20	34
41	82
33	73
16	18
28	36
19	22
29	46
27	29
21	85
21	32
32	131
57	117
16	26
58	88
85	98
27	67
9	24
29	39
68	88
35	46
8	13
33	35
54	65
23	46
6	12
20	50
51	82
27	98
25	35
41	43
16	42
28	49
7	11
26	113
11	27
18	30
63	131
67	96
7	20
13	15
57	68
7	9
24	46
24	62
13	34
5	11
37	54
13	15
51	60
39	66
27	34
18	20
17	24
40	63
13	15
68	185
81	187
37	53
18	24
19	23
25	90
37	90
60	70
28	103
14	24
16	29
78	111
18	47
5	11
11	38
11	31
30	138
34	46
102	129
36	67
17	46
31	49
22	25
53	85
22	43
13	90
11	41
31	35
26	70
42	48
50	86
17	23
46	160
24	41
12	19
13	33
68	74
29	54
82	469
25	66
6	22
28	247
15	17
38	41
16	39
12	22
27	44
24	26
22	39
28	30
23	49
11	42
31	42
42	92
14	17
95	131
67	126
56	83
6	10
28	53
43	86
12	14
9	18
7	10
19	25
49	128
66	84
21	35
67	78
31	48
12	15
31	85
31	69
55	57
31	171
19	40
22	43
19	34
56	71
9	22
23	71
20	42
18	27
6	10
3	6
44	160
10	43
18	85
26	46
31	68
53	68
114	324
17	20
14	16
20	36
28	43
36	60
34	57
20	40
21	33
11	31
18	78
18	24
106	152
10	32
11	32
18	22
71	100
90	92
39	48
69	85
23	46
10	17
20	64
21	65
23	34
61	126
54	85
78	105
16	34
43	68
62	104
12	30
48	81
12	17
22	35
40	112
27	41
27	32
37	79
18	27
56	84
30	32
28	67
72	75
31	64
7	12
5	7
11	21
14	28
80	142
15	24
77	102
34	50
24	40
33	48
67	199
15	33
16	23
13	22
111	221
40	78
27	29
96	99
49	65
25	57
39	57
45	58
59	68
10	27
19	61
87	140
14	33
12	29
40	49
34	67
40	42
18	21
17	21
6	9
63	98
23	25
18	28
40	87
12	14
94	104
6	10
24	43
10	27
14	35
31	89
2	6
52	57
15	28
47	132
7	10
29	42
16	19
54	79
14	25
24	77
31	69
52	104
54	90
27	29
14	23
27	62
18	36
5	7
21	35
71	76
24	40
91	98
9	19
29	52
27	54
19	43
7	17
20	26
35	37
12	19
36	76
35	138
42	44
26	29
23	35
20	43
70	139
29	42
21	77
43	71
20	28
4	10
18	23
37	42
69	79
22	24
8	13
21	37
14	26
28	31
22	44
16	65
20	27
22	53
101	181
14	34
31	33
11	26
48	53
7	11
90	145
58	93
8	22
53	170
15	17
40	135
19	78
15	33
10	16
14	17
115	233
20	47
5	9
13	31
21	36
76	180
14	32
46	61
24	40
58	109
8	23
16	42
24	81
47	61
36	62
23	84
10	20
7	26
18	42
34	51
44	56
20	28
69	159
47	69
9	11
10	12
24	87
35	63
37	95
21	26
14	25
73	179
97	99
10	20
20	64
12	21
12	31
26	44
53	88
65	156
14	24
39	58
7	11
87	141
11	16
9	28
24	26
61	268
38	57
32	47
67	160
59	167
25	42
34	143
10	15
16	23
34	211
30	32
32	114
22	55
45	100
30	37
22	39
35	89
38	41
19	36
22	42
25	53
26	65
57	75
13	18
11	14
5	9
10	24
24	40
37	62
71	80
13	36
20	22
86	96
54	56
12	29
7	9
71	108
23	25
18	60
14	22
59	87
23	38
18	25
18	20
54	88
36	65
40	75
9	13
15	35
10	31
101	266
88	163
39	57
15	21
15	26
25	98
19	31
4	7
10	28
18	25
7	18
17	48
38	64
36	48
47	49
16	31
97	238
18	28
19	42
57	146
61	82
13	20
11	24
50	101
12	21
22	44
11	16
22	36
13	25
30	73
31	38
46	56
50	86
40	566
14	24
25	29
22	25
28	67
13	33
13	19
7	13
9	13
44	68
17	78
93	138
19	36
50	52
83	90
10	12
19	40
45	86
79	105
19	24
28	30
20	39
28	51
44	46
11	25
21	31
66	128
53	178
14	57
35	37
53	75
7	17
30	107
14	33
7	19
19	70
15	43
28	71
31	36
9	17
25	36
17	39
24	30
8	20
58	65
12	24
32	61
64	74
13	32
25	31
54	63
10	19
1	5
8	11
24	36
48	86
17	38
15	28
28	50
14	16
29	111
36	93
39	76
19	36
18	26
70	139
23	42
19	45
19	42
52	125
12	23
43	73
18	32
7	11
34	62
15	17
24	39
11	21
76	121
10	15
17	45
18	36
70	92
5	20
20	28
41	62
40	66
45	55
55	95
8	20
39	48
8	26
21	28
34	44
24	48
7	25
54	56
11	30
54	83
11	13
10	20
46	94
7	19
52	54
20	33
78	80
38	46
28	32
15	30
5	11
7	18
21	31
35	173
12	15
40	66
6	22
18	20
15	77
57	68
21	28
7	13
15	25
73	108
41	90
33	88
6	15
31	52
52	103
57	114
21	45
102	297
21	33
3	7
75	85
38	41
15	22
14	16
50	75
15	36
43	70
42	46
9	15
7	11
32	38
8	16
22	28
42	73
34	73
13	51
50	52
7	13
19	73
30	32
17	22
10	22
104	296
27	29
31	178
29	86
55	57
17	27
19	22
134	216
11	27
23	41
13	67
22	100
69	144
76	78
13	28
24	100
12	26
44	55
66	214
22	65
1	5
24	28
17	57
9	25
11	21
34	55
34	87
44	46
75	163
31	83
22	24
30	53
18	40
19	80
59	82
13	45
47	215
28	44
9	25
14	42
6	28
20	22
27	93
32	101
31	64
52	138
26	42
7	16
31	84
5	9
13	15
47	78
19	64
29	65
30	32
54	73
38	48
62	67
66	147
61	101
18	77
16	42
12	19
81	205
20	28
30	54
52	113
24	53
27	29
46	84
40	42
10	22
91	178
15	44
41	104
18	24
9	11
64	71
57	90
16	42
30	57
75	166
10	12
20	34
8	24
28	30
76	78
34	49
53	55
13	15
8	16
22	24
10	19
28	58
73	83
14	25
23	27
23	42
8	10
33	66
58	125
26	40
19	24
39	49
15	55
14	21
54	89
25	69
64	159
7	17
34	93
27	41
19	28
12	33
48	100
23	52
20	40
40	75
28	31
32	39
22	28
20	37
23	53
45	70
9	20
12	17
24	50
22	45
39	41
5	18
63	90
35	38
12	16
15	40
15	38
9	20
11	29
23	41
10	20
15	18
23	60
80	191
53	242
17	33
41	60
31	53
12	14
23	25
11	14
66	115
29	38
67	124
24	59
17	33
79	205
62	105
15	17
51	158
43	50
29	36
70	263
61	116
28	36
21	53
20	33
18	26
34	86
21	49
27	33
19	21
19	54
72	83
22	46
13	19
60	73
38	151
80	265
30	52
22	49
9	26
31	39
14	16
23	42
40	150
25	33
16	24
19	42
96	118
23	39
29	41
29	50
7	18
45	114
60	72
11	30
55	86
8	25
78	80
61	78
38	116
54	64
53	55
5	8
12	16
95	106
17	77
5	14
62	77
87	499
22	37
14	35
14	39
17	21
49	55
12	33
14	25
25	45
11	17
17	26
44	57
10	16
32	40
9	19
5	18
22	26
26	28
64	100
27	37
26	39
12	30
46	56
13	27
33	46
1	3
26	48
28	61
27	73
60	103
13	17
56	161
77	98
18	41
20	31
29	51
30	32
15	32
39	62
18	48
7	16
15	30
30	37
45	87
3	5
22	60
10	25
41	87
99	162
21	33
29	40
18	28
45	55
22	53
15	122
59	106
12	42
49	110
73	83
11	13
14	28
49	109
57	77
33	44
24	43
24	37
17	29
14	39
16	18
11	22
28	93
16	18
67	186
67	81
29	31
26	46
27	47
23	25
16	33
78	86
47	105
6	18
87	119
9	20
19	43
28	72
76	290
7	25
12	28
42	64
9	19
31	47
34	75
12	14
21	72
6	11
22	202
50	79
20	55
32	55
14	17
29	76
66	120
14	31
70	80
18	27
21	44
5	11
32	43
46	53
9	16
59	164
8	19
38	41
17	19
22	39
29	74
18	25
34	103
34	85
28	54
27	38
14	23
31	62
7	14
8	12
27	52
39	49
27	71
29	64
15	27
32	34
11	34
7	13
37	183
20	40
16	19
58	116
19	23
30	103
35	54
78	99
71	73
36	68
24	106
23	60
29	37
38	76
14	28
30	38
23	46
21	41
37	58
10	16
34	54
22	24
15	19
13	17
18	58
24	52
29	45
44	140
18	44
41	85
20	25
17	33
58	159
14	23
41	46
8	12
48	376
17	26
13	42
36	59
14	27
15	40
7	15
57	93
12	28
41	43
12	33
82	87
21	38
11	17
27	29
29	59
29	44
8	18
16	42
27	67
67	103
26	57
24	89
29	54
15	23
2	4
12	34
16	21
61	118
19	56
26	63
24	39
64	84
10	20
44	70
5	10
15	28
44	64
34	45
33	84
35	37
10	13
26	52
48	50
89	222
57	117
37	42
9	20
19	22
9	25
13	43
55	118
29	35
8	18
21	23
31	100
20	58
74	91
29	40
10	23
29	46
58	65
89	135
41	127
64	117
58	113
42	44
14	17
26	42
41	51
10	30
37	79
81	141
30	139
55	93
54	129
7	17
57	105
19	43
16	39
12	16
31	49
42	44
27	38
23	29
29	49
5	11
16	91
11	26
28	53
12	16
36	48
23	54
53	65
29	49
39	50
59	75
16	44
33	57
5	13
27	30
39	48
9	22
116	130
94	106
16	26
7	18
45	114
10	25
17	19
13	40
17	21
7	18
30	64
24	70
11	28
37	48
53	110
35	37
8	22
44	70
17	26
18	23
62	64
17	20
42	56
13	26
53	98
10	19
20	38
86	88
82	158
21	24
10	17
7	18
16	18
24	47
21	23
35	37
12	26
23	43
21	23
85	176
22	76
34	51
12	28
75	77
22	47
32	42
20	66
74	82
6	8
25	31
19	38
85	289
49	97
16	18
20	25
60	181
18	34
12	33
31	33
17	21
69	192
20	46
11	19
28	31
55	109
21	129
8	24
28	76
18	42
23	25
39	47
36	52
23	30
55	57
21	80
20	26
54	67
28	39
31	35
19	50
17	62
28	71
12	22
15	17
21	34
47	59
19	54
14	34
17	56
21	32
4	9
13	21
3	5
83	263
42	78
31	34
12	15
65	225
113	413
20	22
11	18
9	15
25	28
27	48
10	12
86	130
15	44
41	88
24	77
16	25
10	24
40	65
31	82
34	36
10	14
5	10
14	37
42	95
5	8
83	177
18	31
41	61
78	105
73	83
34	44
9	22
14	23
32	34
25	33
11	22
31	47
20	29
71	75
28	31
44	73
24	50
11	30
63	88
20	41
51	55
17	28
13	22
14	32
12	24
13	18
27	34
55	107
40	42
11	42
7	14
46	48
11	22
18	26
63	106
29	43
27	55
14	45
6	13
65	140
9	20
16	28
56	104
12	16
65	79
21	23
123	143
32	48
11	18
23	36
26	61
7	15
27	44
26	63
31	53
24	26
47	70
9	27
40	87
16	21
14	27
13	20
35	53
23	36
30	314
77	117
34	77
15	22
19	77
72	86
7	17
46	78
75	192
38	67
13	36
28	66
61	127
76	78
8	11
16	23
62	102
19	37
75	138
51	53
5	7
22	41
34	45
17	20
12	42
13	28
17	24
25	50
112	169
18	27
56	58
8	23
14	16
32	61
67	186
52	61
38	73
51	92
93	126
12	16
37	42
19	30
127	231
15	22
14	31
25	79
36	55
11	21
12	18
8	14
6	12
106	370
53	72
21	43
8	21
15	24
23	35
13	19
24	33
19	21
12	18
33	96
109	311
38	40
46	56
21	47
12	26
56	58
15	36
16	62
33	54
20	68
29	53
56	76
84	127
50	72
8	10
16	23
38	129
45	96
40	101
40	57
19	32
33	104
11	22
11	16
49	51
34	45
39	75
21	60
30	42
63	65
14	27
26	88
30	48
17	31
11	14
13	27
29	59
14	23
20	47
26	28
31	82
50	82
89	128
120	238
22	50
21	53
31	64
29	53
19	32
56	98
9	25
31	43
14	16
26	72
11	20
43	76
26	46
58	85
70	97
26	47
77	82
16	41
13	58
38	75
64	261
33	96
49	64
33	35
41	98
40	52
25	27
20	47
58	206
21	50
24	40
16	65
114	130
26	68
9	22
103	247
18	90
23	25
55	124
27	33
20	46
12	20
21	23
18	23
7	12
76	87
30	66
33	43
20	22
25	116
42	60
9	28
37	48
44	163
35	66
14	29
16	28
34	36
17	37
14	34
24	77
38	48
6	8
67	87
49	60
41	43
57	85
14	23
72	124
16	55
12	25
34	42
36	52
66	96
139	224
29	44
42	69
7	11
26	60
54	82
10	18
9	23
28	32
13	25
66	129
42	120
9	21
16	58
19	51
44	86
7	10
62	108
49	62
88	158
43	45
25	48
62	88
57	119
28	50
26	35
81	110
15	85
20	24
29	56
16	31
54	78
30	67
34	38
27	46
17	19
17	48
9	23
18	32
45	52
20	36
7	9
29	47
35	101
18	60
49	59
22	26
13	15
24	28
59	163
32	73
14	24
41	114
21	32
15	22
26	79
44	75
20	31
39	98
28	43
14	16
48	108
6	12
11	24
24	57
82	84
23	40
39	74
19	103
57	85
58	80
10	18
18	48
71	100
48	50
25	38
25	93
63	69
14	24
7	9
32	65
109	135
36	55
36	38
66	112
30	81
23	60
10	21
22	24
129	219
44	69
5	7
21	24
16	56
79	85
19	23
89	100
53	57
15	23
18	38
73	126
19	28
24	31
37	50
46	50
69	76
19	45
18	38
68	73
26	32
30	58
55	68
24	47
46	56
17	35
16	19
54	93
38	56
11	22
18	34
43	123
86	142
37	66
7	14
52	177
23	27
12	15
48	86
40	44
19	34
95	320
75	81
58	60
17	20
5	11
29	40
29	96
16	23
14	24
23	76
36	43
22	58
20	49
21	28
6	13
12	46
79	116
13	16
8	26
23	47
17	36
13	38
23	33
40	64
21	43
11	30
26	28
17	32
44	51
55	101
120	186
27	37
32	53
36	66
35	46
14	30
30	76
31	36
30	167
48	51
38	77
11	24
11	15
134	136
27	38
24	66
6	10
41	416
24	27
55	94
30	84
18	60
79	126
6	18
55	94
49	58
94	96
11	18
69	142
34	95
26	36
8	11
76	154
28	45
65	92
56	58
51	80
51	147
14	27
26	51
10	24
25	34
40	122
31	33
27	41
84	89
33	49
9	11
10	14
71	89
36	38
10	37
39	146
48	89
28	30
28	36
17	41
27	62
6	10
61	96
40	71
22	69
10	20
20	42
7	12
32	84
36	48
47	74
49	86
19	32
46	76
23	44
42	68
37	156
69	81
9	19
20	149
44	128
74	80
80	107
14	23
23	36
44	116
76	78
15	38
10	27
19	39
11	45
29	74
8	10
58	82
33	46
24	104
30	49
58	60
103	128
2	4
39	112
18	20
71	116
63	70
6	12
19	54
3	5
31	82
40	116
14	60
49	74
12	16
16	43
11	14
41	79
85	114
20	22
27	30
71	215
38	84
23	28
43	98
20	53
67	106
28	32
80	96
25	34
28	45
22	37
33	50
39	51
8	21
27	32
24	40
14	42
12	30
20	34
24	40
27	51
11	26
14	38
32	47
46	78
12	16
22	54
42	75
17	37
19	37
11	31
27	63
34	81
22	55
59	125
55	76
26	64
47	72
4	6
88	128
22	28
18	41
32	34
63	108
54	71
64	80
7	13
19	33
14	28
10	12
13	18
18	62
78	349
11	25
19	106
17	30
31	79
31	47
14	22
6	10
31	61
6	14
48	82
15	41
12	18
9	30
86	200
24	50
20	45
28	30
7	14
42	81
25	32
59	69
61	178
19	45
8	18
17	31
12	14
21	30
47	90
5	8
30	32
78	152
6	16
29	50
85	232
60	95
80	145
21	62
15	49
17	39
12	31
1	3
57	99
31	42
74	76
45	111
10	22
6	8
3	8
10	25
48	87
50	76
30	80
22	42
20	32
64	77
12	20
87	123
41	61
63	90
46	57
53	95
9	21
9	12
33	46
19	29
17	23
28	32
19	45
59	123
11	29
33	37
66	185
14	23
53	79
10	18
20	39
14	45
23	27
22	60
20	38
21	68
8	12
73	86
12	25
56	58
54	69
48	70
55	76
35	67
15	29
19	54
6	11
11	17
51	74
27	114
7	9
11	16
32	107
9	20
10	17
10	12
19	42
46	61
34	90
22	52
15	59
25	61
10	12
17	31
69	102
12	40
85	87
46	110
51	64
18	27
10	30
19	35
23	86
40	88
8	10
11	17
43	58
92	102
11	16
27	32
10	23
54	144
33	36
37	46
25	47
3	6
17	36
25	72
15	24
70	91
83	115
42	72
17	42
24	39
41	77
10	32
70	72
15	35
10	47
8	21
13	21
25	43
36	75
6	8
66	81
6	14
36	323
37	39
42	64
58	76
46	55
53	121
17	25
26	35
114	168
33	54
3	5
23	58
11	16
20	36
37	93
