node_id,lat,long,color_id
43002735,40.521697,-74.178934,34
42964254,40.521782,-74.199449,34
42971095,40.521992,-74.186083,34
43010291,40.522055,-74.175756,34
42964256,40.522056,-74.198706,34
42955960,40.522131,-74.18039,34
42971092,40.52241,-74.184973,34
42955957,40.522514,-74.179339,34
42983661,40.522546,-74.197924,34
42988907,40.522572,-74.190004,34
42952386,40.522796,-74.183739,34
42990688,40.5228,-74.19926,34
42996248,40.522875,-74.179554,34
42987699,40.522892,-74.174603,34
42985853,40.523122,-74.17398,34
2694778236,40.5231587,-74.1884486,34
2712799132,40.5234006,-74.1698786,34
42990687,40.523435,-74.19784,34
42956566,40.523486,-74.17319,34
43007000,40.523533,-74.199742,34
42964189,40.523544,-74.201615,34
42988898,40.523578,-74.187217,34
42991457,40.5236248,-74.1907744,34
42971088,40.523645,-74.181508,34
42974725,40.5238074,-74.1716921,34
43013242,40.523859,-74.172414,34
43004520,40.523968,-74.19836,34
42988894,40.523996,-74.186099,34
42971085,40.524048,-74.180431,34
42975775,40.5240906,-74.171026,34
42945525,40.524167,-74.168466,34
42966747,40.5242005,-74.1747161,34
1993276469,40.524333,-74.1704746,34
42983266,40.52436,-74.1876513,34
42996222,40.524382,-74.180619,34
42986017,40.524444,-74.1728741,34
42956561,40.5244465,-74.1739778,34
42972303,40.524493,-74.200368,34
42988889,40.524598,-74.184422,34
2540800056,40.5246393,-74.1805827,34
385638229,40.5246521,-74.1724054,34
42974728,40.5246593,-74.1677929,34
2694778239,40.5247,-74.1895595,34
43000455,40.5247301,-74.1866243,34
42975777,40.5247626,-74.1716195,34
42972919,40.524979,-74.1675354,34
42983263,40.524983,-74.188721,34
43020889,40.5250351,-74.1702025,34
43002718,40.525037,-74.1796271,34
42974736,40.525116,-74.1671234,34
1993276475,40.5251254,-74.1709869,34
42983261,40.525545,-74.189114,34
2551023169,40.5255457,-74.1871801,34
42977422,40.5256825,-74.1759467,34
42972716,40.525732,-74.168527,34
42980728,40.525746,-74.188419,34
42967876,40.525863,-74.16658,34
42979085,40.525907,-74.2000965,34
42956560,40.525986,-74.1751526,34
42983006,40.526004,-74.193228,34
42985987,40.526078,-74.187583,34
2551023497,40.5261165,-74.1803058,34
2551023500,40.5261265,-74.1855036,34
42985067,40.526199,-74.165723,34
42967879,40.526229,-74.166829,34
42977418,40.5262585,-74.1744397,34
42985029,40.526424,-74.184678,34
42992851,40.526457,-74.199872,34
2551023770,40.5265242,-74.1868249,34
42985061,40.526533,-74.164977,34
42988856,40.526566,-74.169101,34
42988852,40.526642,-74.168131,34
392228940,40.5266561,-74.1890521,34
42968068,40.526708,-74.173656,34
42988876,40.5267212,-74.1783835,34
42988859,40.526735,-74.17476,34
42956558,40.526763,-74.175732,34
42985848,40.526796,-74.176742,34
42982997,40.52686,-74.191141,34
2551023820,40.5268743,-74.1860158,34
42964577,40.52688,-74.164132,34
42967881,40.526896,-74.167276,34
42963453,40.527069,-74.199062,34
2551023959,40.527133,-74.180789,34
42982989,40.52721,-74.190349,34
42964226,40.527211,-74.166222,34
42944611,40.527289,-74.163285,34
42992348,40.527365,-74.200528,34
42974746,40.527419,-74.1620937,34
42985843,40.527421,-74.177156,34
42968065,40.527447,-74.172072,34
42949415,40.527475,-74.180248,34
42988838,40.527563,-74.165679,34
42967026,40.527586,-74.198398,34
42947087,40.5276559,-74.1600571,34
42985056,40.527702,-74.162402,34
2551024480,40.527705,-74.181119,34
42956554,40.527736,-74.17641,34
43019912,40.527756,-74.1831324,34
42982980,40.5278238,-74.1888147,34
42963445,40.527858,-74.199843,34
2551024637,40.527883,-74.185655,34
42949429,40.527893,-74.180395,34
42964580,40.527909,-74.164854,34
42980725,40.5279156,-74.1899344,34
42993218,40.527971,-74.170086,34
42985837,40.528097,-74.1777118,34
43011617,40.528104,-74.175568,34
42956552,40.5281154,-74.1766709,34
42986584,40.528119,-74.160425,34
43026289,40.528143,-74.172452,34
42982961,40.5281596,-74.1879935,34
42990206,40.528197,-74.199276,34
43018513,40.528232,-74.17959,34
42988833,40.528255,-74.164011,34
43013316,40.528262,-74.158771,34
446460638,40.5282979,-74.197066,34
42972349,40.5283166,-74.1921761,34
43002686,40.528342,-74.181824,34
42993220,40.528349,-74.16931,34
43018507,40.5285199,-74.1787137,34
42950026,40.5285655,-74.1804818,34
43002020,40.528592,-74.197381,34
42972346,40.5286425,-74.1913753,34
42985350,40.528664,-74.163046,34
42985833,40.528687,-74.178249,34
42967886,40.528696,-74.168494,34
42959865,40.528718,-74.160859,34
42990208,40.528787,-74.199854,34
42982948,40.5288064,-74.1863481,34
42972343,40.5289296,-74.1906698,34
42992337,40.529032,-74.197794,34
42993224,40.529035,-74.167669,34
43022075,40.5290744,-74.169401,34
2540800061,40.5290863,-74.1785159,34
43021805,40.529114,-74.160442,34
2551025581,40.5291348,-74.1824138,34
42983579,40.529158,-74.180745,34
42958203,40.52921,-74.163417,34
42972338,40.5292626,-74.1898517,34
43009338,40.529268,-74.170855,34
42967893,40.529304,-74.168903,34
42993227,40.529338,-74.166912,34
43022267,40.529357,-74.157139,34
42968406,40.529361,-74.200412,34
42986661,40.529371,-74.159978,34
42988824,40.529374,-74.161349,34
43016237,40.529476,-74.198655,34
42963751,40.529484,-74.15801,34
43010737,40.5295376,-74.1930425,34
42959713,40.5295533,-74.1827696,34
42972335,40.5295937,-74.1890383,34
43022049,40.529653,-74.167639,34
42964586,40.529689,-74.166083,34
2540800064,40.5297262,-74.1813229,34
42963746,40.529747,-74.157554,34
42982374,40.52982,-74.163839,34
43023729,40.529831,-74.167079,34
42983255,40.52987,-74.1922439,34
43012124,40.529878,-74.190291,34
42992332,40.529912,-74.196084,34
42959715,40.5299159,-74.1819383,34
42967898,40.52992,-74.169295,34
42972331,40.5299273,-74.1882186,34
42958198,40.529931,-74.161753,34
42993231,40.530016,-74.1653,34
42957798,40.5300529,-74.1708687,34
42990212,40.530084,-74.200782,34
42998211,40.5301215,-74.1831909,34
42964591,40.530124,-74.166385,34
42980722,40.5301593,-74.1915486,34
43023829,40.530186,-74.167666,34
2694780469,40.5302746,-74.1873716,34
42976928,40.530368,-74.196327,34
42978858,40.530403,-74.166968,34
42985337,40.530444,-74.164255,34
43010741,40.5304971,-74.1907368,34
42982371,40.530524,-74.162194,34
42957792,40.53054,-74.169666,34
43012002,40.530549,-74.188666,34
2663757216,40.5305902,-74.1585424,34
42972322,40.5306036,-74.1865571,34
42990587,40.53062,-74.19454,34
43002028,40.5306401,-74.1988435,34
42992324,40.530871,-74.193984,34
42964600,40.530918,-74.166898,34
42978782,40.531034,-74.164842,34
42958195,40.531067,-74.159085,34
43009287,40.5311,-74.191168,34
42990926,40.531106,-74.196759,34
42993235,40.531127,-74.162631,34
43010745,40.5311731,-74.1891124,34
42967904,40.531183,-74.170035,34
42983250,40.531195,-74.193133,34
42998215,40.531259,-74.18309,34
42963740,40.531409,-74.155042,34
42980719,40.531499,-74.192524,34
42985007,40.5315157,-74.1882893,34
42957789,40.531538,-74.167275,34
42985428,40.5315482,-74.1857631,34
42982369,40.531584,-74.159668,34
42976923,40.531641,-74.194691,34
42985323,40.531678,-74.165065,34
42978774,40.531718,-74.163078,34
42990058,40.53177,-74.197116,34
43009285,40.531777,-74.189556,34
42967910,40.531797,-74.170416,34
42973317,40.5318529,-74.1874789,34
43002035,40.5319078,-74.1995995,34
42992313,40.531917,-74.191744,34
42985425,40.5319379,-74.184628,34
43008728,40.5320565,-74.1538408,60
2663757231,40.5321301,-74.1560571,34
42993238,40.532141,-74.160306,34
42964608,40.53216,-74.167655,34
43017366,40.532246,-74.157659,34
43008730,40.53225,-74.153379,60
42957786,40.532276,-74.165467,34
43009328,40.532318,-74.163504,34
42990059,40.532347,-74.194891,34
43016414,40.532364,-74.186142,34
42997484,40.5324082,-74.1974868,34
42983013,40.532494,-74.174415,34
2663757204,40.5326,-74.1554996,34
43004563,40.532628,-74.186598,34
42964439,40.532673,-74.160924,34
42975424,40.532674,-74.15254,60
43011868,40.532731,-74.158593,34
42992308,40.532742,-74.190235,34
43002674,40.5327564,-74.1852706,34
43018298,40.532757,-74.196164,34
42964611,40.532787,-74.168036,34
42975992,40.53281,-74.1755,34
42985317,40.532888,-74.165875,34
359879630,40.5329062,-74.1922563,34
42957784,40.532934,-74.163947,34
42983015,40.533005,-74.173205,34
42990300,40.533022,-74.195176,34
42996998,40.5330293,-74.1509872,60
42967913,40.533049,-74.171196,34
42985004,40.533092,-74.189465,34
2663757185,40.5331262,-74.1550044,34
43004561,40.533145,-74.186983,34
43009326,40.533171,-74.161491,34
43018167,40.533211,-74.196351,34
42984009,40.53322,-74.158142,34
42999205,40.533221,-74.151636,60
43012117,40.5333085,-74.1924647,34
42973320,40.533361,-74.188598,34
42957781,40.533369,-74.16317,34
43025198,40.5334207,-74.150395,60
42964614,40.533435,-74.168425,34
43017875,40.533452,-74.182927,34
2694778242,40.5334909,-74.1846053,34
42986738,40.533503,-74.164414,34
42985315,40.533514,-74.166281,34
42964434,40.533529,-74.160175,34
43002669,40.533541,-74.185878,34
42975990,40.533592,-74.173587,34
42976915,40.5336,-74.192857,34
42975415,40.533624,-74.152845,60
42984004,40.533652,-74.158927,34
42967917,40.533665,-74.171574,34
42990304,40.533686,-74.195471,34
42992295,40.533705,-74.187439,34
2694778245,40.5337184,-74.1895849,34
2663757139,40.5337474,-74.1545472,34
43009534,40.533756,-74.15758,34
43008717,40.533767,-74.151004,60
42996048,40.5338007,-74.1694788,34
42956580,40.5338333,-74.1807827,34
42957778,40.533881,-74.162304,34
42964433,40.534069,-74.159695,34
42992292,40.534095,-74.186298,34
43017299,40.534105,-74.164858,34
42985310,40.534121,-74.166653,34
43008712,40.534195,-74.150465,60
2663757210,40.5342376,-74.1539269,60
42957776,40.534282,-74.161515,34
42967920,40.534283,-74.171959,34
43011875,40.534297,-74.157029,34
42977715,40.534312,-74.14935,60
43012110,40.534326,-74.193009,34
42992289,40.534401,-74.185463,34
42964626,40.5344432,-74.1696928,34
43022279,40.534474,-74.162861,34
43002647,40.534475,-74.187963,34
42961458,40.534489,-74.201309,34
42986212,40.5345172,-74.1922524,34
2663757212,40.5345407,-74.153611,60
42948121,40.534555,-74.17318,34
42952312,40.5345693,-74.1982777,34
43014139,40.5346,-74.179193,34
42977718,40.534638,-74.149916,60
42957774,40.534714,-74.160855,34
43016797,40.534748,-74.165265,34
42951668,40.5347523,-74.1488112,60
42985307,40.534755,-74.167052,34
43011879,40.534817,-74.156497,34
42990287,40.534825,-74.195467,34
2663757108,40.5348546,-74.153379,60
42962299,40.534855,-74.186803,34
42992284,40.534857,-74.184137,34
42984534,40.534879,-74.174331,34
42948125,40.534902,-74.172309,34
2663757179,40.5349822,-74.153121,60
42951670,40.535032,-74.149298,60
42964629,40.535076,-74.1700362,34
43021565,40.535099,-74.16331,34
43002649,40.535146,-74.185821,34
448123218,40.5351499,-74.1910594,34
42989781,40.535154,-74.183202,34
42952308,40.535154,-74.198872,34
43002053,40.535157,-74.201643,34
42990248,40.535163,-74.1961577,34
42984531,40.535193,-74.173545,34
42996395,40.535235,-74.164525,34
43024273,40.535237,-74.174551,34
42984001,40.535241,-74.161418,34
42957772,40.535267,-74.160257,34
42958325,40.535287,-74.177426,34
42965852,40.5352981,-74.148492,60
42996039,40.535308,-74.165714,34
42998991,40.535354,-74.155933,34
42983020,40.535372,-74.16745,34
42995856,40.5354108,-74.1935484,34
2663757150,40.535424,-74.1525903,60
42962305,40.535454,-74.187205,34
2663757126,40.5354976,-74.1526331,60
42967925,40.535517,-74.172742,34
42992258,40.535535,-74.178867,34
42955448,40.535549,-74.181959,34
42975816,40.535573,-74.147638,60
43001525,40.535583,-74.184584,34
42948131,40.5356761,-74.1704224,34
42992270,40.535707,-74.179844,34
43016793,40.535737,-74.163778,34
42958324,40.535815,-74.17791,34
42983999,40.53582,-74.161964,34
43012101,40.5358218,-74.193763,34
43002055,40.535834,-74.201959,34
42952305,40.535835,-74.199222,34
42961447,40.535836,-74.196473,34
2663757163,40.5358699,-74.1520718,60
42981322,40.53591,-74.183615,34
42957769,40.535919,-74.159676,34
42983022,40.535923,-74.166121,34
42979488,40.535925,-74.18083,34
42958688,40.535928,-74.155322,34
42971643,40.535939,-74.14695,60
42998994,40.535967,-74.157043,34
42975987,40.535988,-74.167849,34
2663757121,40.536011,-74.1520376,60
43010176,40.5360892,-74.1900466,34
42967928,40.536148,-74.173121,34
43019230,40.5362262,-74.1924498,34
42977200,40.536267,-74.184928,34
42955441,40.53627,-74.182274,34
42962144,40.536323,-74.178015,34
2663757190,40.5363375,-74.1515281,60
43008696,40.536372,-74.146402,60
42949576,40.536376,-74.176855,34
43018129,40.536398,-74.17249,34
42962816,40.536411,-74.164265,34
42966320,40.53647,-74.187674,34
42983997,40.536476,-74.162548,34
42952302,40.536483,-74.199545,34
42990243,40.536504,-74.196803,34
42976642,40.536505,-74.202275,34
42961441,40.536508,-74.194097,34
2663757201,40.536517,-74.1514505,60
42975985,40.536526,-74.16656,34
42977196,40.536535,-74.183952,34
42957766,40.536552,-74.159111,34
42958694,40.536567,-74.156481,34
42949480,40.536586,-74.147254,60
42948135,40.536611,-74.16824,34
42992234,40.536621,-74.176392,34
43009356,40.536625,-74.154611,34
42945376,40.5366828,-74.191334,34
42983450,40.536781,-74.145897,60
2663757207,40.5367875,-74.1510047,60
43001523,40.536933,-74.185427,34
42955438,40.536935,-74.182583,34
43009528,40.536948,-74.161796,34
42979493,40.536962,-74.179654,34
43010240,40.53702,-74.152279,60
43006970,40.537032,-74.164724,34
42961790,40.537084,-74.14676,60
42965184,40.537104,-74.145478,60
42990241,40.537105,-74.197095,34
42981311,40.537113,-74.180668,34
42948137,40.537117,-74.166979,34
43012097,40.537157,-74.19444,34
42977725,40.537167,-74.154065,60
42952299,40.53718,-74.19985,34
42984525,40.537195,-74.168666,34
42961437,40.537203,-74.191605,34
42965191,40.537214,-74.1439138,60
42957763,40.537237,-74.15852,34
42946773,40.5372718,-74.1902695,34
2663757128,40.5372818,-74.1505633,60
42997471,40.537385,-74.176624,34
42948141,40.537388,-74.16609,34
43016790,40.537416,-74.161038,34
42992219,40.537417,-74.174898,34
42962814,40.53747,-74.162272,34
42961382,40.537493,-74.179116,34
42977160,40.5375,-74.181348,34
42983438,40.537503,-74.146782,60
42955435,40.537603,-74.182902,34
42956053,40.537621,-74.142788,60
42997019,40.537633,-74.185748,34
42984270,40.537662,-74.194684,34
2663757227,40.5376737,-74.1499741,60
42948143,40.53768,-74.165191,34
42984522,40.537718,-74.167454,34
43010244,40.53772,-74.153529,60
42946849,40.5377205,-74.1882577,34
42966006,40.537743,-74.144659,60
359872918,40.5378099,-74.1885612,34
42961434,40.5378145,-74.1894745,34
42976632,40.537833,-74.197435,34
42985298,40.53784,-74.169049,34
42952295,40.537851,-74.200166,34
42967935,40.537858,-74.174132,34
42985751,40.5378613,-74.1716155,34
42986787,40.537865,-74.191912,34
43013896,40.537868,-74.160312,34
42997475,40.537889,-74.175182,34
42994162,40.537899,-74.159141,34
43016013,40.537921,-74.177142,34
42952893,40.538003,-74.173212,34
43011896,40.538013,-74.153208,60
42945369,40.5380252,-74.1887157,34
2663757169,40.5380399,-74.1495482,60
43006968,40.538048,-74.162801,34
42949574,40.53811,-74.178549,34
42961379,40.538125,-74.179687,34
43017905,40.5381309,-74.1890595,34
42992207,40.538138,-74.172292,34
42994578,40.538196,-74.157354,34
42955431,40.538277,-74.183229,34
43017275,40.538326,-74.167865,34
42984587,40.538332,-74.165662,34
43002339,40.5383329,-74.1430563,60
42999023,40.538334,-74.159557,34
2663757124,40.5383458,-74.1493922,60
42956047,40.5383952,-74.1438479,60
42975830,40.538426,-74.152493,60
42985294,40.538433,-74.169454,34
42958710,40.538452,-74.158542,34
43016842,40.538481,-74.175538,34
42976628,40.538487,-74.195077,34
42973431,40.5385,-74.197766,34
43002345,40.5385267,-74.142501,60
42952292,40.53853,-74.200469,34
42986784,40.538533,-74.192232,34
43010179,40.538581,-74.186247,34
43012812,40.538595,-74.189279,34
42964635,40.538648,-74.171597,34
42948146,40.538657,-74.163357,34
42977159,40.538661,-74.180241,34
43002337,40.53868,-74.1434912,60
2663757112,40.5386899,-74.1489881,60
42965038,40.538701,-74.179107,34
42979499,40.538703,-74.177906,34
42974075,40.538741,-74.150188,60
42967940,40.538795,-74.174685,34
42958716,40.538807,-74.15881,34
2550747343,40.5388204,-74.1834795,34
42977730,40.538835,-74.156271,34
42971652,40.538843,-74.15179,60
43012810,40.5388876,-74.1882527,34
42985736,40.538931,-74.168293,34
43010475,40.53896,-74.166121,34
42985437,40.539041,-74.180962,34
42985290,40.539067,-74.169843,34
42948149,40.539081,-74.162563,34
43011903,40.539098,-74.151407,60
1708631198,40.5391015,-74.1434965,60
42998317,40.5391523,-74.1819615,34
42973420,40.539179,-74.195425,34
42990237,40.539185,-74.198084,34
42976625,40.539205,-74.192553,34
42948305,40.539214,-74.200752,34
42992201,40.539232,-74.17092,34
42994572,40.539247,-74.155552,34
42985734,40.539261,-74.16745,34
43017901,40.539264,-74.189595,34
2663757146,40.5392642,-74.1485069,60
42984584,40.539269,-74.163916,34
43012802,40.5393116,-74.1866391,34
42955423,40.5393473,-74.18373,34
43011855,40.539356,-74.151011,60
42967943,40.539473,-74.175089,34
42985730,40.539485,-74.166861,34
42948152,40.539489,-74.161794,34
42998300,40.539517,-74.180549,34
43002190,40.539526,-74.168729,34
43012851,40.5396312,-74.1863644,34
42998298,40.539638,-74.179978,34
42994568,40.539657,-74.154834,34
2812037833,40.5397536,-74.1878411,34
42952890,40.53976,-74.174266,34
2663757129,40.5398024,-74.1481717,60
42985288,40.539814,-74.170271,34
42950894,40.539838,-74.151648,60
43012049,40.539839,-74.195764,34
42979524,40.539844,-74.177231,34
43009521,40.539851,-74.16445,34
42948300,40.539856,-74.198404,34
42965035,40.539868,-74.178013,34
42973418,40.539874,-74.192868,34
42952287,40.539897,-74.201048,34
42948158,40.539898,-74.161024,34
43010184,40.539909,-74.182768,34
42976622,40.539937,-74.189914,34
42977732,40.53998,-74.157406,34
2663757184,40.5400431,-74.1478509,60
42955417,40.540044,-74.184041,34
43016156,40.540051,-74.17346,34
42975832,40.54007,-74.154121,60
42992181,40.540098,-74.169013,34
42967947,40.540139,-74.175507,34
43002881,40.54018,-74.199967,34
42974064,40.54019,-74.148997,60
42965125,40.5402182,-74.1870854,34
42966568,40.540222,-74.1449634,60
42956041,40.540226,-74.146408,60
42992178,40.5402571,-74.1681606,34
43018253,40.5402639,-74.1858237,34
42975331,40.54032,-74.152292,60
42995572,40.540332,-74.172625,34
2895320522,40.5403331,-74.1433339,60
43009295,40.540394,-74.156693,34
42948160,40.540401,-74.160123,34
42985722,40.540447,-74.164998,34
43011853,40.540471,-74.149561,60
42971657,40.54048,-74.153397,60
42948295,40.540497,-74.196092,34
42990227,40.540527,-74.198724,34
42986778,40.540551,-74.193197,34
42953197,40.540556,-74.166484,34
43012149,40.540602,-74.171855,34
42973415,40.540607,-74.190235,34
1708631209,40.5406125,-74.1446277,60
42953091,40.540668,-74.181031,34
2550747344,40.540675,-74.1872959,34
42974059,40.540699,-74.148542,60
42943901,40.540724,-74.175893,34
42955414,40.540732,-74.184396,34
43010201,40.540738,-74.177843,34
43009292,40.540788,-74.155955,34
42994560,40.540801,-74.15293,60
42985717,40.540809,-74.16414,34
42948164,40.540834,-74.159381,34
42987588,40.540839,-74.16901,34
42972216,40.540851,-74.200288,34
42943909,40.5408529,-74.1773583,34
42950891,40.540914,-74.150258,60
2550747345,40.5409147,-74.1864828,34
42952887,40.540939,-74.174994,34
2551544052,40.5409798,-74.1709391,34
2663757222,40.5409909,-74.1470664,60
42986967,40.541036,-74.149216,60
2551544143,40.5410558,-74.1706624,34
42953199,40.541061,-74.165556,34
42966565,40.541076,-74.1442294,60
42972214,40.541096,-74.199406,34
43010215,40.541111,-74.177926,34
43011185,40.541113,-74.17411,34
42952148,40.541129,-74.154049,60
42982826,40.541151,-74.166955,34
42985715,40.541155,-74.163321,34
42990931,40.541161,-74.173183,34
43012056,40.541173,-74.196402,34
42957666,40.541197,-74.17514,34
42975833,40.54121,-74.155249,34
42948290,40.541218,-74.193513,34
42948170,40.541246,-74.158661,34
448115256,40.541267,-74.1853598,34
43017900,40.541278,-74.190555,34
42955412,40.5413206,-74.1849139,34
418106022,40.5413251,-74.1792009,34
42972210,40.541342,-74.19853,34
42987590,40.541347,-74.167971,34
2550747346,40.5413541,-74.1876131,34
43016162,40.541378,-74.169786,34
42971564,40.5413901,-74.1446097,60
42975328,40.541395,-74.150901,60
448115084,40.5414692,-74.1854885,34
42985712,40.541503,-74.162527,34
2551544820,40.5415383,-74.171295,34
42972205,40.541586,-74.197647,34
42952146,40.541631,-74.153406,60
42971662,40.541635,-74.154541,34
43017183,40.541639,-74.170385,34
42986696,40.541655,-74.166089,34
42993436,40.541667,-74.173932,34
42948174,40.541667,-74.15795,34
42956034,40.541726,-74.147661,60
359872922,40.5417366,-74.1849564,34
42971563,40.5417859,-74.1451155,60
2551545282,40.5418145,-74.1744861,34
42972200,40.541847,-74.196713,34
42994558,40.541876,-74.15154,60
42986773,40.541886,-74.19384,34
1708631205,40.5418944,-74.1445268,60
448115082,40.5419062,-74.1851109,34
42993452,40.541924,-74.172957,34
42948285,40.541947,-74.190875,34
42955408,40.5419663,-74.1855748,34
42958725,40.541995,-74.161692,34
42965115,40.5420032,-74.1879146,34
43011610,40.542011,-74.171261,34
42951961,40.542055,-74.178325,34
42948177,40.542082,-74.157229,34
43021285,40.542091,-74.16911,34
42952142,40.542126,-74.152764,60
42992146,40.542151,-74.165375,34
42993432,40.542172,-74.173533,34
42978026,40.542191,-74.181946,34
43022489,40.542217,-74.163773,34
43010689,40.542221,-74.175381,34
42974750,40.542234,-74.171751,34
43015765,40.542236,-74.168139,34
42950882,40.542321,-74.148461,60
43011608,40.542387,-74.169945,34
2663757202,40.5424098,-74.1458746,60
42957664,40.542412,-74.17583,34
43024032,40.542421,-74.186378,34
42985709,40.542424,-74.160952,34
2551000150,40.542474,-74.1423734,60
1708631203,40.5424855,-74.1434753,60
42948181,40.542493,-74.15651,34
42975085,40.542527,-74.197022,34
42972197,40.54254,-74.194147,34
42952978,40.5425537,-74.1786826,34
43017174,40.542567,-74.172451,34
42982825,40.542575,-74.167255,34
42978024,40.542579,-74.182722,34
43017895,40.542605,-74.191187,34
42952140,40.542621,-74.152124,60
42992139,40.542672,-74.164765,34
523530021,40.5426736,-74.1936576,34
42956029,40.542767,-74.149152,60
2550778059,40.5427747,-74.1905903,34
42977736,40.54281,-74.160195,34
43010685,40.542812,-74.174911,34
42990310,40.542847,-74.20024,34
42957137,40.542861,-74.143037,60
389434031,40.5428629,-74.1883175,34
2895335379,40.5428815,-74.1769304,34
42948185,40.542908,-74.155788,34
42979457,40.542966,-74.199301,34
523529978,40.5429802,-74.1926791,34
42986693,40.5429826,-74.166403,34
42948929,40.543004,-74.146811,60
42975234,40.54303,-74.169304,34
43021223,40.543072,-74.198347,34
42970123,40.54309,-74.171411,34
2663757211,40.5431009,-74.1451877,60
42952136,40.543118,-74.151485,60
43006591,40.543153,-74.173774,34
42953069,40.543163,-74.179284,34
42956028,40.543217,-74.149838,60
42975082,40.543228,-74.194472,34
42985708,40.543257,-74.159513,34
42979345,40.543262,-74.197308,34
42952960,40.543288,-74.178713,34
523529973,40.5432988,-74.1915175,34
42992135,40.543301,-74.164231,34
42948189,40.543319,-74.155073,34
42965970,40.543348,-74.143706,60
43010684,40.543449,-74.174428,34
43019464,40.543467,-74.17966,34
42950880,40.543497,-74.147465,60
42985977,40.543498,-74.141863,60
42952132,40.543526,-74.151093,60
43015241,40.543576,-74.170016,34
359872614,40.5436021,-74.1833685,34
42979372,40.543627,-74.196814,34
42970127,40.543629,-74.173443,34
42985704,40.543661,-74.158786,34
2550778236,40.5436689,-74.1902153,34
2551346623,40.5436987,-74.163559,34
42979654,40.5437,-74.176909,34
42945235,40.5437064,-74.1835745,34
42948192,40.543734,-74.15435,34
42966080,40.543775,-74.171143,34
42963034,40.543775,-74.175169,34
42999033,40.543802,-74.164788,34
43024043,40.543808,-74.185029,34
42984397,40.543832,-74.142349,60
2663757183,40.5438377,-74.1443971,60
42979319,40.543896,-74.194794,34
42962035,40.543911,-74.162391,34
43012791,40.543935,-74.180439,34
42975078,40.543961,-74.191833,34
43004172,40.544001,-74.149953,60
42975199,40.544019,-74.168146,34
42993242,40.544028,-74.146476,60
42978768,40.544031,-74.1639118,34
42975838,40.544078,-74.158077,34
42959364,40.544083,-74.175783,34
42971556,40.544114,-74.148011,60
42948196,40.544147,-74.153632,60
2551000169,40.5442081,-74.1410325,60
42966081,40.544223,-74.173112,34
42963035,40.5442561,-74.1750814,34
42959402,40.544294,-74.200099,34
43000128,40.544311,-74.142996,60
42970569,40.544314,-74.170036,34
42962286,40.544318,-74.195862,34
43019469,40.544329,-74.18122,34
2663757221,40.5443335,-74.1439969,60
42962005,40.544349,-74.160547,34
42970574,40.544461,-74.170874,34
42965959,40.544478,-74.145272,60
42979657,40.544487,-74.176498,34
42971669,40.544493,-74.157359,34
43012899,40.54451,-74.145873,60
43026818,40.544533,-74.186625,34
42948199,40.54456,-74.152917,60
42984122,40.544619,-74.149847,60
